28/10/1949,ה חשון תשי
29/10/1949,ו חשון תשי
30/10/1949,ז חשון תשי
31/10/1949,ח חשון תשי
01/11/1949,ט חשון תשי
02/11/1949,י חשון תשי
03/11/1949,יא חשון תשי
04/11/1949,יב חשון תשי
05/11/1949,יג חשון תשי
06/11/1949,יד חשון תשי
07/11/1949,טו חשון תשי
08/11/1949,טז חשון תשי
09/11/1949,יז חשון תשי
10/11/1949,יח חשון תשי
11/11/1949,יט חשון תשי
12/11/1949,כ חשון תשי
13/11/1949,כא חשון תשי
14/11/1949,כב חשון תשי
15/11/1949,כג חשון תשי
16/11/1949,כד חשון תשי
17/11/1949,כה חשון תשי
18/11/1949,כו חשון תשי
19/11/1949,כז חשון תשי
20/11/1949,כח חשון תשי
21/11/1949,כט חשון תשי
22/11/1949,א כסלו תשי
23/11/1949,ב כסלו תשי
24/11/1949,ג כסלו תשי
25/11/1949,ד כסלו תשי
26/11/1949,ה כסלו תשי
27/11/1949,ו כסלו תשי
28/11/1949,ז כסלו תשי
29/11/1949,ח כסלו תשי
30/11/1949,ט כסלו תשי
01/12/1949,י כסלו תשי
02/12/1949,יא כסלו תשי
03/12/1949,יב כסלו תשי
04/12/1949,יג כסלו תשי
05/12/1949,יד כסלו תשי
06/12/1949,טו כסלו תשי
07/12/1949,טז כסלו תשי
08/12/1949,יז כסלו תשי
09/12/1949,יח כסלו תשי
10/12/1949,יט כסלו תשי
11/12/1949,כ כסלו תשי
12/12/1949,כא כסלו תשי
13/12/1949,כב כסלו תשי
14/12/1949,כג כסלו תשי
15/12/1949,כד כסלו תשי
16/12/1949,כה כסלו תשי
17/12/1949,כו כסלו תשי
18/12/1949,כז כסלו תשי
19/12/1949,כח כסלו תשי
20/12/1949,כט כסלו תשי
21/12/1949,א טבת תשי
22/12/1949,ב טבת תשי
23/12/1949,ג טבת תשי
24/12/1949,ד טבת תשי
25/12/1949,ה טבת תשי
26/12/1949,ו טבת תשי
27/12/1949,ז טבת תשי
28/12/1949,ח טבת תשי
29/12/1949,ט טבת תשי
30/12/1949,י טבת תשי
31/12/1949,יא טבת תשי
01/01/1950,יב טבת תשי
02/01/1950,יג טבת תשי
03/01/1950,יד טבת תשי
04/01/1950,טו טבת תשי
05/01/1950,טז טבת תשי
06/01/1950,יז טבת תשי
07/01/1950,יח טבת תשי
08/01/1950,יט טבת תשי
09/01/1950,כ טבת תשי
10/01/1950,כא טבת תשי
11/01/1950,כב טבת תשי
12/01/1950,כג טבת תשי
13/01/1950,כד טבת תשי
14/01/1950,כה טבת תשי
15/01/1950,כו טבת תשי
16/01/1950,כז טבת תשי
17/01/1950,כח טבת תשי
18/01/1950,כט טבת תשי
19/01/1950,א שבט תשי
20/01/1950,ב שבט תשי
21/01/1950,ג שבט תשי
22/01/1950,ד שבט תשי
23/01/1950,ה שבט תשי
24/01/1950,ו שבט תשי
25/01/1950,ז שבט תשי
26/01/1950,ח שבט תשי
27/01/1950,ט שבט תשי
28/01/1950,י שבט תשי
29/01/1950,יא שבט תשי
30/01/1950,יב שבט תשי
31/01/1950,יג שבט תשי
01/02/1950,יד שבט תשי
02/02/1950,טו שבט תשי
03/02/1950,טז שבט תשי
04/02/1950,יז שבט תשי
05/02/1950,יח שבט תשי
06/02/1950,יט שבט תשי
07/02/1950,כ שבט תשי
08/02/1950,כא שבט תשי
09/02/1950,כב שבט תשי
10/02/1950,כג שבט תשי
11/02/1950,כד שבט תשי
12/02/1950,כה שבט תשי
13/02/1950,כו שבט תשי
14/02/1950,כז שבט תשי
15/02/1950,כח שבט תשי
16/02/1950,כט שבט תשי
17/02/1950,ל שבט תשי
18/02/1950,א אדר תשי
19/02/1950,ב אדר תשי
20/02/1950,ג אדר תשי
21/02/1950,ד אדר תשי
22/02/1950,ה אדר תשי
23/02/1950,ו אדר תשי
24/02/1950,ז אדר תשי
25/02/1950,ח אדר תשי
26/02/1950,ט אדר תשי
27/02/1950,י אדר תשי
28/02/1950,יא אדר תשי
01/03/1950,יב אדר תשי
02/03/1950,יג אדר תשי
03/03/1950,יד אדר תשי
04/03/1950,טו אדר תשי
05/03/1950,טז אדר תשי
06/03/1950,יז אדר תשי
07/03/1950,יח אדר תשי
08/03/1950,יט אדר תשי
09/03/1950,כ אדר תשי
10/03/1950,כא אדר תשי
11/03/1950,כב אדר תשי
12/03/1950,כג אדר תשי
13/03/1950,כד אדר תשי
14/03/1950,כה אדר תשי
15/03/1950,כו אדר תשי
16/03/1950,כז אדר תשי
17/03/1950,כח אדר תשי
18/03/1950,כט אדר תשי
19/03/1950,א ניסן תשי
20/03/1950,ב ניסן תשי
21/03/1950,ג ניסן תשי
22/03/1950,ד ניסן תשי
23/03/1950,ה ניסן תשי
24/03/1950,ו ניסן תשי
25/03/1950,ז ניסן תשי
26/03/1950,ח ניסן תשי
27/03/1950,ט ניסן תשי
28/03/1950,י ניסן תשי
29/03/1950,יא ניסן תשי
30/03/1950,יב ניסן תשי
31/03/1950,יג ניסן תשי
01/04/1950,יד ניסן תשי
02/04/1950,טו ניסן תשי
03/04/1950,טז ניסן תשי
04/04/1950,יז ניסן תשי
05/04/1950,יח ניסן תשי
06/04/1950,יט ניסן תשי
07/04/1950,כ ניסן תשי
08/04/1950,כא ניסן תשי
09/04/1950,כב ניסן תשי
10/04/1950,כג ניסן תשי
11/04/1950,כד ניסן תשי
12/04/1950,כה ניסן תשי
13/04/1950,כו ניסן תשי
14/04/1950,כז ניסן תשי
15/04/1950,כח ניסן תשי
16/04/1950,כט ניסן תשי
17/04/1950,ל ניסן תשי
18/04/1950,א אייר תשי
19/04/1950,ב אייר תשי
20/04/1950,ג אייר תשי
21/04/1950,ד אייר תשי
22/04/1950,ה אייר תשי
23/04/1950,ו אייר תשי
24/04/1950,ז אייר תשי
25/04/1950,ח אייר תשי
26/04/1950,ט אייר תשי
27/04/1950,י אייר תשי
28/04/1950,יא אייר תשי
29/04/1950,יב אייר תשי
30/04/1950,יג אייר תשי
01/05/1950,יד אייר תשי
02/05/1950,טו אייר תשי
03/05/1950,טז אייר תשי
04/05/1950,יז אייר תשי
05/05/1950,יח אייר תשי
06/05/1950,יט אייר תשי
07/05/1950,כ אייר תשי
08/05/1950,כא אייר תשי
09/05/1950,כב אייר תשי
10/05/1950,כג אייר תשי
11/05/1950,כד אייר תשי
12/05/1950,כה אייר תשי
13/05/1950,כו אייר תשי
14/05/1950,כז אייר תשי
15/05/1950,כח אייר תשי
16/05/1950,כט אייר תשי
17/05/1950,א סיון תשי
18/05/1950,ב סיון תשי
19/05/1950,ג סיון תשי
20/05/1950,ד סיון תשי
21/05/1950,ה סיון תשי
22/05/1950,ו סיון תשי
23/05/1950,ז סיון תשי
24/05/1950,ח סיון תשי
25/05/1950,ט סיון תשי
26/05/1950,י סיון תשי
27/05/1950,יא סיון תשי
28/05/1950,יב סיון תשי
29/05/1950,יג סיון תשי
30/05/1950,יד סיון תשי
31/05/1950,טו סיון תשי
01/06/1950,טז סיון תשי
02/06/1950,יז סיון תשי
03/06/1950,יח סיון תשי
04/06/1950,יט סיון תשי
05/06/1950,כ סיון תשי
06/06/1950,כא סיון תשי
07/06/1950,כב סיון תשי
08/06/1950,כג סיון תשי
09/06/1950,כד סיון תשי
10/06/1950,כה סיון תשי
11/06/1950,כו סיון תשי
12/06/1950,כז סיון תשי
13/06/1950,כח סיון תשי
14/06/1950,כט סיון תשי
15/06/1950,ל סיון תשי
16/06/1950,א תמוז תשי
17/06/1950,ב תמוז תשי
18/06/1950,ג תמוז תשי
19/06/1950,ד תמוז תשי
20/06/1950,ה תמוז תשי
21/06/1950,ו תמוז תשי
22/06/1950,ז תמוז תשי
23/06/1950,ח תמוז תשי
24/06/1950,ט תמוז תשי
25/06/1950,י תמוז תשי
26/06/1950,יא תמוז תשי
27/06/1950,יב תמוז תשי
28/06/1950,יג תמוז תשי
29/06/1950,יד תמוז תשי
30/06/1950,טו תמוז תשי
01/07/1950,טז תמוז תשי
02/07/1950,יז תמוז תשי
03/07/1950,יח תמוז תשי
04/07/1950,יט תמוז תשי
05/07/1950,כ תמוז תשי
06/07/1950,כא תמוז תשי
07/07/1950,כב תמוז תשי
08/07/1950,כג תמוז תשי
09/07/1950,כד תמוז תשי
10/07/1950,כה תמוז תשי
11/07/1950,כו תמוז תשי
12/07/1950,כז תמוז תשי
13/07/1950,כח תמוז תשי
14/07/1950,כט תמוז תשי
15/07/1950,א אב תשי
16/07/1950,ב אב תשי
17/07/1950,ג אב תשי
18/07/1950,ד אב תשי
19/07/1950,ה אב תשי
20/07/1950,ו אב תשי
21/07/1950,ז אב תשי
22/07/1950,ח אב תשי
23/07/1950,ט אב תשי
24/07/1950,י אב תשי
25/07/1950,יא אב תשי
26/07/1950,יב אב תשי
27/07/1950,יג אב תשי
28/07/1950,יד אב תשי
29/07/1950,טו אב תשי
30/07/1950,טז אב תשי
31/07/1950,יז אב תשי
01/08/1950,יח אב תשי
02/08/1950,יט אב תשי
03/08/1950,כ אב תשי
04/08/1950,כא אב תשי
05/08/1950,כב אב תשי
06/08/1950,כג אב תשי
07/08/1950,כד אב תשי
08/08/1950,כה אב תשי
09/08/1950,כו אב תשי
10/08/1950,כז אב תשי
11/08/1950,כח אב תשי
12/08/1950,כט אב תשי
13/08/1950,ל אב תשי
14/08/1950,א אלול תשי
15/08/1950,ב אלול תשי
16/08/1950,ג אלול תשי
17/08/1950,ד אלול תשי
18/08/1950,ה אלול תשי
19/08/1950,ו אלול תשי
20/08/1950,ז אלול תשי
21/08/1950,ח אלול תשי
22/08/1950,ט אלול תשי
23/08/1950,י אלול תשי
24/08/1950,יא אלול תשי
25/08/1950,יב אלול תשי
26/08/1950,יג אלול תשי
27/08/1950,יד אלול תשי
28/08/1950,טו אלול תשי
29/08/1950,טז אלול תשי
30/08/1950,יז אלול תשי
31/08/1950,יח אלול תשי
01/09/1950,יט אלול תשי
02/09/1950,כ אלול תשי
03/09/1950,כא אלול תשי
04/09/1950,כב אלול תשי
05/09/1950,כג אלול תשי
06/09/1950,כד אלול תשי
07/09/1950,כה אלול תשי
08/09/1950,כו אלול תשי
09/09/1950,כז אלול תשי
10/09/1950,כח אלול תשי
11/09/1950,כט אלול תשי
12/09/1950,א תשרי תשיא
13/09/1950,ב תשרי תשיא
14/09/1950,ג תשרי תשיא
15/09/1950,ד תשרי תשיא
16/09/1950,ה תשרי תשיא
17/09/1950,ו תשרי תשיא
18/09/1950,ז תשרי תשיא
19/09/1950,ח תשרי תשיא
20/09/1950,ט תשרי תשיא
21/09/1950,י תשרי תשיא
22/09/1950,יא תשרי תשיא
23/09/1950,יב תשרי תשיא
24/09/1950,יג תשרי תשיא
25/09/1950,יד תשרי תשיא
26/09/1950,טו תשרי תשיא
27/09/1950,טז תשרי תשיא
28/09/1950,יז תשרי תשיא
29/09/1950,יח תשרי תשיא
30/09/1950,יט תשרי תשיא
01/10/1950,כ תשרי תשיא
02/10/1950,כא תשרי תשיא
03/10/1950,כב תשרי תשיא
04/10/1950,כג תשרי תשיא
05/10/1950,כד תשרי תשיא
06/10/1950,כה תשרי תשיא
07/10/1950,כו תשרי תשיא
08/10/1950,כז תשרי תשיא
09/10/1950,כח תשרי תשיא
10/10/1950,כט תשרי תשיא
11/10/1950,ל תשרי תשיא
12/10/1950,א חשון תשיא
13/10/1950,ב חשון תשיא
14/10/1950,ג חשון תשיא
15/10/1950,ד חשון תשיא
16/10/1950,ה חשון תשיא
17/10/1950,ו חשון תשיא
18/10/1950,ז חשון תשיא
19/10/1950,ח חשון תשיא
20/10/1950,ט חשון תשיא
21/10/1950,י חשון תשיא
22/10/1950,יא חשון תשיא
23/10/1950,יב חשון תשיא
24/10/1950,יג חשון תשיא
25/10/1950,יד חשון תשיא
26/10/1950,טו חשון תשיא
27/10/1950,טז חשון תשיא
28/10/1950,יז חשון תשיא
29/10/1950,יח חשון תשיא
30/10/1950,יט חשון תשיא
31/10/1950,כ חשון תשיא
01/11/1950,כא חשון תשיא
02/11/1950,כב חשון תשיא
03/11/1950,כג חשון תשיא
04/11/1950,כד חשון תשיא
05/11/1950,כה חשון תשיא
06/11/1950,כו חשון תשיא
07/11/1950,כז חשון תשיא
08/11/1950,כח חשון תשיא
09/11/1950,כט חשון תשיא
10/11/1950,א כסלו תשיא
11/11/1950,ב כסלו תשיא
12/11/1950,ג כסלו תשיא
13/11/1950,ד כסלו תשיא
14/11/1950,ה כסלו תשיא
15/11/1950,ו כסלו תשיא
16/11/1950,ז כסלו תשיא
17/11/1950,ח כסלו תשיא
18/11/1950,ט כסלו תשיא
19/11/1950,י כסלו תשיא
20/11/1950,יא כסלו תשיא
21/11/1950,יב כסלו תשיא
22/11/1950,יג כסלו תשיא
23/11/1950,יד כסלו תשיא
24/11/1950,טו כסלו תשיא
25/11/1950,טז כסלו תשיא
26/11/1950,יז כסלו תשיא
27/11/1950,יח כסלו תשיא
28/11/1950,יט כסלו תשיא
29/11/1950,כ כסלו תשיא
30/11/1950,כא כסלו תשיא
01/12/1950,כב כסלו תשיא
02/12/1950,כג כסלו תשיא
03/12/1950,כד כסלו תשיא
04/12/1950,כה כסלו תשיא
05/12/1950,כו כסלו תשיא
06/12/1950,כז כסלו תשיא
07/12/1950,כח כסלו תשיא
08/12/1950,כט כסלו תשיא
09/12/1950,ל כסלו תשיא
10/12/1950,א טבת תשיא
11/12/1950,ב טבת תשיא
12/12/1950,ג טבת תשיא
13/12/1950,ד טבת תשיא
14/12/1950,ה טבת תשיא
15/12/1950,ו טבת תשיא
16/12/1950,ז טבת תשיא
17/12/1950,ח טבת תשיא
18/12/1950,ט טבת תשיא
19/12/1950,י טבת תשיא
20/12/1950,יא טבת תשיא
21/12/1950,יב טבת תשיא
22/12/1950,יג טבת תשיא
23/12/1950,יד טבת תשיא
24/12/1950,טו טבת תשיא
25/12/1950,טז טבת תשיא
26/12/1950,יז טבת תשיא
27/12/1950,יח טבת תשיא
28/12/1950,יט טבת תשיא
29/12/1950,כ טבת תשיא
30/12/1950,כא טבת תשיא
31/12/1950,כב טבת תשיא
01/01/1951,כג טבת תשיא
02/01/1951,כד טבת תשיא
03/01/1951,כה טבת תשיא
04/01/1951,כו טבת תשיא
05/01/1951,כז טבת תשיא
06/01/1951,כח טבת תשיא
07/01/1951,כט טבת תשיא
08/01/1951,א שבט תשיא
09/01/1951,ב שבט תשיא
10/01/1951,ג שבט תשיא
11/01/1951,ד שבט תשיא
12/01/1951,ה שבט תשיא
13/01/1951,ו שבט תשיא
14/01/1951,ז שבט תשיא
15/01/1951,ח שבט תשיא
16/01/1951,ט שבט תשיא
17/01/1951,י שבט תשיא
18/01/1951,יא שבט תשיא
19/01/1951,יב שבט תשיא
20/01/1951,יג שבט תשיא
21/01/1951,יד שבט תשיא
22/01/1951,טו שבט תשיא
23/01/1951,טז שבט תשיא
24/01/1951,יז שבט תשיא
25/01/1951,יח שבט תשיא
26/01/1951,יט שבט תשיא
27/01/1951,כ שבט תשיא
28/01/1951,כא שבט תשיא
29/01/1951,כב שבט תשיא
30/01/1951,כג שבט תשיא
31/01/1951,כד שבט תשיא
01/02/1951,כה שבט תשיא
02/02/1951,כו שבט תשיא
03/02/1951,כז שבט תשיא
04/02/1951,כח שבט תשיא
05/02/1951,כט שבט תשיא
06/02/1951,ל שבט תשיא
07/02/1951,א אדר-א תשיא
08/02/1951,ב אדר-א תשיא
09/02/1951,ג אדר-א תשיא
10/02/1951,ד אדר-א תשיא
11/02/1951,ה אדר-א תשיא
12/02/1951,ו אדר-א תשיא
13/02/1951,ז אדר-א תשיא
14/02/1951,ח אדר-א תשיא
15/02/1951,ט אדר-א תשיא
16/02/1951,י אדר-א תשיא
17/02/1951,יא אדר-א תשיא
18/02/1951,יב אדר-א תשיא
19/02/1951,יג אדר-א תשיא
20/02/1951,יד אדר-א תשיא
21/02/1951,טו אדר-א תשיא
22/02/1951,טז אדר-א תשיא
23/02/1951,יז אדר-א תשיא
24/02/1951,יח אדר-א תשיא
25/02/1951,יט אדר-א תשיא
26/02/1951,כ אדר-א תשיא
27/02/1951,כא אדר-א תשיא
28/02/1951,כב אדר-א תשיא
01/03/1951,כג אדר-א תשיא
02/03/1951,כד אדר-א תשיא
03/03/1951,כה אדר-א תשיא
04/03/1951,כו אדר-א תשיא
05/03/1951,כז אדר-א תשיא
06/03/1951,כח אדר-א תשיא
07/03/1951,כט אדר-א תשיא
08/03/1951,ל אדר-א תשיא
09/03/1951,א אדר-ב תשיא
10/03/1951,ב אדר-ב תשיא
11/03/1951,ג אדר-ב תשיא
12/03/1951,ד אדר-ב תשיא
13/03/1951,ה אדר-ב תשיא
14/03/1951,ו אדר-ב תשיא
15/03/1951,ז אדר-ב תשיא
16/03/1951,ח אדר-ב תשיא
17/03/1951,ט אדר-ב תשיא
18/03/1951,י אדר-ב תשיא
19/03/1951,יא אדר-ב תשיא
20/03/1951,יב אדר-ב תשיא
21/03/1951,יג אדר-ב תשיא
22/03/1951,יד אדר-ב תשיא
23/03/1951,טו אדר-ב תשיא
24/03/1951,טז אדר-ב תשיא
25/03/1951,יז אדר-ב תשיא
26/03/1951,יח אדר-ב תשיא
27/03/1951,יט אדר-ב תשיא
28/03/1951,כ אדר-ב תשיא
29/03/1951,כא אדר-ב תשיא
30/03/1951,כב אדר-ב תשיא
31/03/1951,כג אדר-ב תשיא
01/04/1951,כד אדר-ב תשיא
02/04/1951,כה אדר-ב תשיא
03/04/1951,כו אדר-ב תשיא
04/04/1951,כז אדר-ב תשיא
05/04/1951,כח אדר-ב תשיא
06/04/1951,כט אדר-ב תשיא
07/04/1951,א ניסן תשיא
08/04/1951,ב ניסן תשיא
09/04/1951,ג ניסן תשיא
10/04/1951,ד ניסן תשיא
11/04/1951,ה ניסן תשיא
12/04/1951,ו ניסן תשיא
13/04/1951,ז ניסן תשיא
14/04/1951,ח ניסן תשיא
15/04/1951,ט ניסן תשיא
16/04/1951,י ניסן תשיא
17/04/1951,יא ניסן תשיא
18/04/1951,יב ניסן תשיא
19/04/1951,יג ניסן תשיא
20/04/1951,יד ניסן תשיא
21/04/1951,טו ניסן תשיא
22/04/1951,טז ניסן תשיא
23/04/1951,יז ניסן תשיא
24/04/1951,יח ניסן תשיא
25/04/1951,יט ניסן תשיא
26/04/1951,כ ניסן תשיא
27/04/1951,כא ניסן תשיא
28/04/1951,כב ניסן תשיא
29/04/1951,כג ניסן תשיא
30/04/1951,כד ניסן תשיא
01/05/1951,כה ניסן תשיא
02/05/1951,כו ניסן תשיא
03/05/1951,כז ניסן תשיא
04/05/1951,כח ניסן תשיא
05/05/1951,כט ניסן תשיא
06/05/1951,ל ניסן תשיא
07/05/1951,א אייר תשיא
08/05/1951,ב אייר תשיא
09/05/1951,ג אייר תשיא
10/05/1951,ד אייר תשיא
11/05/1951,ה אייר תשיא
12/05/1951,ו אייר תשיא
13/05/1951,ז אייר תשיא
14/05/1951,ח אייר תשיא
15/05/1951,ט אייר תשיא
16/05/1951,י אייר תשיא
17/05/1951,יא אייר תשיא
18/05/1951,יב אייר תשיא
19/05/1951,יג אייר תשיא
20/05/1951,יד אייר תשיא
21/05/1951,טו אייר תשיא
22/05/1951,טז אייר תשיא
23/05/1951,יז אייר תשיא
24/05/1951,יח אייר תשיא
25/05/1951,יט אייר תשיא
26/05/1951,כ אייר תשיא
27/05/1951,כא אייר תשיא
28/05/1951,כב אייר תשיא
29/05/1951,כג אייר תשיא
30/05/1951,כד אייר תשיא
31/05/1951,כה אייר תשיא
01/06/1951,כו אייר תשיא
02/06/1951,כז אייר תשיא
03/06/1951,כח אייר תשיא
04/06/1951,כט אייר תשיא
05/06/1951,א סיון תשיא
06/06/1951,ב סיון תשיא
07/06/1951,ג סיון תשיא
08/06/1951,ד סיון תשיא
09/06/1951,ה סיון תשיא
10/06/1951,ו סיון תשיא
11/06/1951,ז סיון תשיא
12/06/1951,ח סיון תשיא
13/06/1951,ט סיון תשיא
14/06/1951,י סיון תשיא
15/06/1951,יא סיון תשיא
16/06/1951,יב סיון תשיא
17/06/1951,יג סיון תשיא
18/06/1951,יד סיון תשיא
19/06/1951,טו סיון תשיא
20/06/1951,טז סיון תשיא
21/06/1951,יז סיון תשיא
22/06/1951,יח סיון תשיא
23/06/1951,יט סיון תשיא
24/06/1951,כ סיון תשיא
25/06/1951,כא סיון תשיא
26/06/1951,כב סיון תשיא
27/06/1951,כג סיון תשיא
28/06/1951,כד סיון תשיא
29/06/1951,כה סיון תשיא
30/06/1951,כו סיון תשיא
01/07/1951,כז סיון תשיא
02/07/1951,כח סיון תשיא
03/07/1951,כט סיון תשיא
04/07/1951,ל סיון תשיא
05/07/1951,א תמוז תשיא
06/07/1951,ב תמוז תשיא
07/07/1951,ג תמוז תשיא
08/07/1951,ד תמוז תשיא
09/07/1951,ה תמוז תשיא
10/07/1951,ו תמוז תשיא
11/07/1951,ז תמוז תשיא
12/07/1951,ח תמוז תשיא
13/07/1951,ט תמוז תשיא
14/07/1951,י תמוז תשיא
15/07/1951,יא תמוז תשיא
16/07/1951,יב תמוז תשיא
17/07/1951,יג תמוז תשיא
18/07/1951,יד תמוז תשיא
19/07/1951,טו תמוז תשיא
20/07/1951,טז תמוז תשיא
21/07/1951,יז תמוז תשיא
22/07/1951,יח תמוז תשיא
23/07/1951,יט תמוז תשיא
24/07/1951,כ תמוז תשיא
25/07/1951,כא תמוז תשיא
26/07/1951,כב תמוז תשיא
27/07/1951,כג תמוז תשיא
28/07/1951,כד תמוז תשיא
29/07/1951,כה תמוז תשיא
30/07/1951,כו תמוז תשיא
31/07/1951,כז תמוז תשיא
01/08/1951,כח תמוז תשיא
02/08/1951,כט תמוז תשיא
03/08/1951,א אב תשיא
04/08/1951,ב אב תשיא
05/08/1951,ג אב תשיא
06/08/1951,ד אב תשיא
07/08/1951,ה אב תשיא
08/08/1951,ו אב תשיא
09/08/1951,ז אב תשיא
10/08/1951,ח אב תשיא
11/08/1951,ט אב תשיא
12/08/1951,י אב תשיא
13/08/1951,יא אב תשיא
14/08/1951,יב אב תשיא
15/08/1951,יג אב תשיא
16/08/1951,יד אב תשיא
17/08/1951,טו אב תשיא
18/08/1951,טז אב תשיא
19/08/1951,יז אב תשיא
20/08/1951,יח אב תשיא
21/08/1951,יט אב תשיא
22/08/1951,כ אב תשיא
23/08/1951,כא אב תשיא
24/08/1951,כב אב תשיא
25/08/1951,כג אב תשיא
26/08/1951,כד אב תשיא
27/08/1951,כה אב תשיא
28/08/1951,כו אב תשיא
29/08/1951,כז אב תשיא
30/08/1951,כח אב תשיא
31/08/1951,כט אב תשיא
01/09/1951,ל אב תשיא
02/09/1951,א אלול תשיא
03/09/1951,ב אלול תשיא
04/09/1951,ג אלול תשיא
05/09/1951,ד אלול תשיא
06/09/1951,ה אלול תשיא
07/09/1951,ו אלול תשיא
08/09/1951,ז אלול תשיא
09/09/1951,ח אלול תשיא
10/09/1951,ט אלול תשיא
11/09/1951,י אלול תשיא
12/09/1951,יא אלול תשיא
13/09/1951,יב אלול תשיא
14/09/1951,יג אלול תשיא
15/09/1951,יד אלול תשיא
16/09/1951,טו אלול תשיא
17/09/1951,טז אלול תשיא
18/09/1951,יז אלול תשיא
19/09/1951,יח אלול תשיא
20/09/1951,יט אלול תשיא
21/09/1951,כ אלול תשיא
22/09/1951,כא אלול תשיא
23/09/1951,כב אלול תשיא
24/09/1951,כג אלול תשיא
25/09/1951,כד אלול תשיא
26/09/1951,כה אלול תשיא
27/09/1951,כו אלול תשיא
28/09/1951,כז אלול תשיא
29/09/1951,כח אלול תשיא
30/09/1951,כט אלול תשיא
01/10/1951,א תשרי תשיב
02/10/1951,ב תשרי תשיב
03/10/1951,ג תשרי תשיב
04/10/1951,ד תשרי תשיב
05/10/1951,ה תשרי תשיב
06/10/1951,ו תשרי תשיב
07/10/1951,ז תשרי תשיב
08/10/1951,ח תשרי תשיב
09/10/1951,ט תשרי תשיב
10/10/1951,י תשרי תשיב
11/10/1951,יא תשרי תשיב
12/10/1951,יב תשרי תשיב
13/10/1951,יג תשרי תשיב
14/10/1951,יד תשרי תשיב
15/10/1951,טו תשרי תשיב
16/10/1951,טז תשרי תשיב
17/10/1951,יז תשרי תשיב
18/10/1951,יח תשרי תשיב
19/10/1951,יט תשרי תשיב
20/10/1951,כ תשרי תשיב
21/10/1951,כא תשרי תשיב
22/10/1951,כב תשרי תשיב
23/10/1951,כג תשרי תשיב
24/10/1951,כד תשרי תשיב
25/10/1951,כה תשרי תשיב
26/10/1951,כו תשרי תשיב
27/10/1951,כז תשרי תשיב
28/10/1951,כח תשרי תשיב
29/10/1951,כט תשרי תשיב
30/10/1951,ל תשרי תשיב
31/10/1951,א חשון תשיב
